Identifiant,Nom_officiel,Adresse,Code_postal,Ville,Departement,Region,Coordonnees,Categorie,Domaine_thematique,Themes,Protection_batiment,Protection_espace,URL,Date_de_mise_a_jour
M0561,Le Musée - arts et figures des Pyrénées Centrales,35 boulevard Jean Bepmale,31806,Saint-Gaudens,Haute-Garonne,Occitanie,"43.107604462692926, 0.725714913499697",Inconnu,Arts décoratifs;Art moderne et contemporain;Beaux-arts;Ethnologie;Histoire;Photographie,"Archéologie nationale : Préhistoire;Arts décoratifs : Céramique, Mobilier, Textiles, porcelaines bleues de Valentine;Collections militaires : Uniformes, Armures;Ouvrages de bibliophilie;Ethnologie : Costume, Mobilier, Métiers et Outils;Sciences de la nature : Minéralogie",Inconnu,Inconnu,www.stgo.fr/?page_id=14405,2025-07-30
M0562,musée des Augustins,21 rue de Metz,31000,Toulouse,Haute-Garonne,Occitanie,"43.600562, 1.445904",Inconnu,Beaux-arts,"Archéologie nationale : Médiéval;Art religieux (Sculptures et monuments funéraires);Beaux-Arts : Peinture, Sculpture;Histoire : Histoire religieuse",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00094510?base=%22merimee%22&listResPage=2&qb=%5B%7B%22field%22%3A%5B%22ACTU.keyword%22%5D%2C%22operator%22%3A%22%2A%22%2C%22value%22%3A%22mus%C3%A9e%22%2C%22combinator%22%3A%22AND%22%2C%22index%22%3A0%7D%5D&resPage=2&last_view=%22list%22&idQuery=%22afe7878-81bf-b6a8-8cc-87a4e0e58142%22,Site patrimonial remarquable.,www.augustins.org/fr/accueil,2025-07-28
M0563,musée Saint-Raymond,1ter place Saint-Sernin,31000,Toulouse,Haute-Garonne,Occitanie,"43.608897, 1.441776",Inconnu,Archéologie,"Archéologie nationale : Protohistoire, Gallo-romain, Paléo-chrétien;Antiquités étrangères : Grecques et romaines",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00094508?base=%22merimee%22&qb=%5B%7B%22field%22%3A%5B%22COM.keyword%22%2C%22WCOM.keyword%22%2C%22REG.keyword%22%2C%22PLOC.keyword%22%2C%22LIEU.keyword%22%2C%22DPT.keyword%22%2C%22CANT.keyword%22%5D%2C%22operator%22%3A%22%2A%22%2C%22value%22%3A%22Toulouse%22%2C%22combinator%22%3A%22AND%22%2C%22index%22%3A0%7D%2C%7B%22field%22%3A%5B%22ACTU.keyword%22%5D%2C%22operator%22%3A%22%2A%22%2C%22value%22%3A%22mus%C3%A9e%22%2C%22combinator%22%3A%22AND%22%2C%22index%22%3A1%7D%5D&last_view=%22list%22&idQuery=%22603c005-1ec-46d0-5151-2eb0ec0104%22,Site patrimonial remarquable.,saintraymond.toulouse.fr/,2025-07-28
M0564,musée Georges Labit,43 rue des martyrs de la Libération,31400,Toulouse,Haute-Garonne,Occitanie,"43.590964, 1.4584",Inconnu,Archéologie;Ethnologie;Afrique;Asie;Arts de l'Islam,"Antiquités étrangères : Egyptiennes, Orientales;Civilisations extra-européennes : Asiatiques",Inconnu,Site patrimonial remarquable.,www.museegeorgeslabit.fr/,2025-07-28
M0565,musée Paul Dupuy,13 rue de la Pleau,31000,Toulouse,Haute-Garonne,Occitanie,"43.596898, 1.446935",Inconnu,Arts décoratifs;Beaux-Arts;Ethnologie,"Arts décoratifs : Céramique, Mobilier, Orfèvrerie, Textiles, Verrerie;Beaux-Arts : Dessin, Estampe et Affiche;Musique : Instruments;Sciences fondamentales : Astronomie",Inconnu,Site patrimonial remarquable. Abords d'un Monument historique.,www.toulouse.fr/web/cultures/musees#/annuaire-des-lieux/64/Mus%C3%A9e%20Paul%20Dupuy?_k=nwya5m,2025-07-28
M0566,"Les Abattoirs, musée d'art moderne et contemporain",76 allée Charles de Fitte,31300,Toulouse,Haute-Garonne,Occitanie,"43.600678, 1.428998",Inconnu,Art moderne et contemporain,"Art moderne et contemporain;Beaux-Arts : Dessin, Estampe et Affiche, Peinture, Sculpture",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00094674?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&mainSearch=%22Abattoirs%22&ou=%5B%22Toulouse%22%5D&last_view=%22mosaic%22&idQuery=%22885bd3-e88c-64db-4241-d24fc78370f%22,Site patrimonial remarquable.,www.lesabattoirs.org,2025-07-28
M0567,musée du vieux Toulouse,7 rue du May,31000,Toulouse,Haute-Garonne,Occitanie,"43.602258, 1.443132",Inconnu,Arts décoratifs;Beaux-Arts;Ethnologie;Histoire,"Archéologie nationale : Gallo-romain;Arts décoratifs : Céramique, Textiles, Verrerie;Beaux-Arts : Dessin, Estampe et Affiche, Peinture, Sculpture;Photographie, Plans;Ethnologie : Costume, Mobilier, Métiers et Outils;Histoire : Histoire locale et régionale",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00094546?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&mainSearch=%22Dumay%22&ou=%5B%22Toulouse%22%5D&last_view=%22list%22&idQuery=%22bf4454-3cad-40c1-ff67-eab0f3a6fc08%22,Site patrimonial remarquable.,www.toulouse.fr/web/cultures/musees#/annuaire-des-lieux/176/H%C3%B4tel%20Dumay%20-%20Mus%C3%A9e%20du%20Vieux%20Toulouse?_k=u67xpi,2025-07-28
M0569,musée des Amériques - Auch,4 place Louis Blanc,32000,Auch,Gers,Occitanie,"43.647171, 0.587482",Inconnu,Archéologie;Beaux-arts;Arts décoratifs;Ethnologie;Afrique;Amérique;Asie,"Antiquités étrangères : Egyptiennes;Archéologie nationale : Gallo-romain, Médiéval;Arts décoratifs;Beaux-Arts : Peinture;Civilisations extra-européennes : Africaines, Américaines, Océaniennes;Numismatique;Ethnologie : Costume, Mobilier, Pratiques religieuses et collectives;Musique : Instruments",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00094707?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Auch%22%5D&last_view=%22mosaic%22&idQuery=%22d6b6e2-85a-dfe-2bfd-184772f117d0%22,Site patrimonial remarquable.,www.ameriques-auch.fr/,2025-07-28
M0570,musée de l'Armagnac,2 rue Jules Ferry,32100,Condom,Gers,Occitanie,"43.960792, 0.372858",musée en milieu rural,Ethnologie;Histoire,"Art religieux;Arts décoratifs : Céramique, Mobilier;Beaux-Arts : Dessin, Peinture, Sculpture;Moulages;Ethnologie : Costume, Mobilier, Métiers et Outils, Pratiques religieuses et collectives;Histoire : Histoire locale et régionale;Sciences et techniques : Agro-alimentaire",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00094782?base=%22merimee%22&listResPage=2&qb=%5B%7B%22field%22%3A%5B%22ACTU.keyword%22%5D%2C%22operator%22%3A%22%2A%22%2C%22value%22%3A%22mus%C3%A9e%22%2C%22combinator%22%3A%22AND%22%2C%22index%22%3A0%7D%5D&resPage=2&last_view=%22list%22&idQuery=%22bcdbab1-eef6-6bfe-5027-b651a400fbbd%22,Inconnu,www.patrimoine-musees-gers.fr/le-reseau/musee-de-condom/,2025-07-28
M0571,musée archéologique,place de la République,32800,Eauze,Gers,Occitanie,"43.862193, 0.101384",musée en milieu rural,Archéologie,"Archéologie nationale : Préhistoire, Protohistoire, Gallo-romain, Paléo-chrétien, Médiéval",Inconnu,Inconnu,www.patrimoine-musees-gers.fr/le-reseau/musee-deauze/,2025-07-28
M0572,musée d'archéologie,place du général de Gaulle,32700,Lectoure,Gers,Occitanie,"43.933873, 0.638007",musée en milieu rural,Archéologie,"Archéologie nationale : Préhistoire, Protohistoire, Gallo-romain, Paléo-chrétien, Médiéval, Moderne;Histoire : Histoire militaire;Sciences et techniques : Sciences médicales (pharmacie)",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00094842,Inconnu,www.patrimoine-musees-gers.fr/le-reseau/musee-de-lectoure/,2025-07-28
M0573,musée campanaire,place de l'hôtel de ville,32600,L'Isle-Jourdain,Gers,Occitanie,"43.612852, 1.08184",Inconnu,Technique et industrie;Ethnologie;Afrique;Amérique;Asie;Océanie,"Civilisations extra-européennes : Africaines, Américaines, Asiatiques, Océaniennes;Ethnologie : Métiers et Outils, Pratiques religieuses et collectives;Musique : Instruments;Sciences et techniques (Fabrication artisanale ou industrielle de cloches)",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00094811?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Isle-Jourdain%20%28L%27%29%22%5D&last_view=%22mosaic%22&idQuery=%225eec6f7-ec70-067-2c7d-e37570842ebc%22,Abords d'un Monument historique.,www.patrimoine-musees-gers.fr/le-reseau/musee-de-lisle-jourdain/,2025-07-28
M0574,musée des beaux-arts et des arts décoratifs,13 rue de l'évêché,32300,Mirande,Gers,Occitanie,"43.515315, 0.403452",musée en milieu rural,Beaux-arts,"Arts décoratifs : Céramique;Beaux-Arts : Dessin, Peinture, Sculpture",Inconnu,Inconnu,www.patrimoine-musees-gers.fr/le-reseau/musee-de-mirande/,2025-07-28
M0575,musée de Préhistoire Amédée Lemozi,Pech Merle,46330,Cabrerets,Lot,Occitanie,"44.505455, 1.653939",musée en milieu rural,Archéologie,"Archéologie nationale : Préhistoire, Protohistoire, Gallo-romain",Inconnu,Parc naturel.,www.pechmerle.com/,2025-07-28
M0576,musée Henri Martin,792 rue Émile Zola,46000,Cahors,Lot,Occitanie,"44.448506, 1.438286",Inconnu,Archéologie;Art moderne et contemporain;Beaux-arts;Histoire;Ethnologie;Afrique;Océanie,"Antiquités étrangères : Grecques et romaines, Egyptiennes;Archéologie nationale : Préhistoire, Gallo-romain;Art moderne et contemporain;Art religieux;Arts décoratifs : Céramique;Beaux-Arts : Dessin, Estampe et Affiche, Peinture, Sculpture;Civilisations extra-européennes : Océaniennes;Collections militaires : Armes, Uniformes, Armures;Autres collections : Numismatique, Sigillographie;Histoire : Période historique",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA46000015,Site patrimonial remarquable.,www.museehenrimartin.fr,2025-07-28
M0577,musée d'histoire de Figeac ,espace Henri Vayssettes,46100,Figeac,Lot,Occitanie,"44.613443, 2.016469",Inconnu,Archéologie;Art moderne et contemporain;Ethnologie;Sciences de la nature;Afrique;Arts de l'Islam,"Beaux-arts : Peinture;Numismatique;Ethnologie : Costume, Habitat, Mobilier, Métiers et outils (artisanat, machines), Pratiques religieuses et collectives;Sciences de la nature : Minéralogie, Paléontologie",Inconnu,Site patrimonial remarquable.,ville-figeac.fr/culture-sport-loisirs/culture/musee-histoire-figeac,2025-07-28
M0578,musée Champollion - Les Écritures du monde,place Champollion,46100,Figeac,Lot,Occitanie,"44.609472, 2.034599",Maison des Illustres.,Archéologie;Histoire;Afrique;Amérique;Asie,Antiquités étrangères : Egyptiennes;Histoire : Biographie,Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00095079?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Figeac%22%5D&last_view=%22mosaic%22&idQuery=%222fa588f-3145-860e-da1-d8cb88c1eab0%22,Site patrimonial remarquable. Abords d'un Monument historique.,ville-figeac.fr/culture-sport-loisirs/musee-champollion/informations-pratiques,2025-07-28
M0579,musée Murat,place de l'église,46240,Cœur de Causse,Lot,Occitanie,"44.645658, 1.568198",maison des Illustres ; musée en milieu rural,Histoire,Histoire (Premier Empire),Inconnu,Inconnu,musees.lot.fr/node/136,2025-07-30
M0580,musée archéologique,rue de la ville,46140,Luzech,Lot,Occitanie,"44.479159, 1.286317",musée en milieu rural,Archéologie,"Archéologie nationale : Préhistoire, Gallo-romain",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00095153?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Luzech%22%5D&last_view=%22list%22&idQuery=%227a3e2c-b0cc-ce76-22ee-6e7c22db0b1f%22,Inconnu,www.ville-luzech.fr/decouvrir-luzech-2/musees-luzech/musee-archeologique-armand-vire-luzech.html,2025-07-25
M0581,musée Gallo-Romain d'Uxellodunum,palais de la Raymondie,46600,Martel,Lot,Occitanie,"44.93690534377903, 1.609271436294827",musée en milieu rural,Archéologie;Arts décoratifs,"Préhistoire, Gallo-romain, Médiéval, Moderne;Art religieux;Arts décoratifs : Céramique, Orfèvrerie;Collections militaires : Armes",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00095161?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Martel%22%5D&last_view=%22list%22&idQuery=%22c157e6b-0784-b3e-701-81a1231462%22,Secteur sauvegardé,www.martel.fr/musee-martel-lot_fr.html,2025-07-28
M0582,musée d'Art Sacré,parvis des sanctuaires,46500,Rocamadour,Lot,Occitanie,"44.79958240429276, 1.6175266643276274",musée en milieu rural,Beaux-Arts;Ethnologie,"Art religieux;Arts décoratifs : Mobilier, Orfèvrerie;Beaux-Arts : Sculpture (en bois);Ethnologie : Pratiques religieuses et collectives (pélerinage);Musique : Souvenirs de compositeurs et interprètes",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA46000012?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&listResPage=2&mosaicPage=2&ou=%5B%22Rocamadour%22%5D&last_view=%22mosaic%22&idQuery=%22e2ab63-6553-65ce-c833-2e3c0c4a77%22,Inconnu,Inconnu,2025-07-28
M0583,musée de Plein Air du Quercy,domaine de Cuzals,46330,Sauliac-sur-Célé,Lot,Occitanie,"44.533948, 1.697872",écomusée ; musée en milieu rural,Ethnologie;Technique et industrie,"Architecture / Urbanisme (Plans, maquettes) : Habitats reconstitués, Maquettes, Eléments d'architecture;Arts décoratifs : Céramique, Mobilier, Orfèvrerie;Ethnologie : Costume, Habitat, Mobilier, Métiers et outils (artisanat, machines), Pratiques religieuses et collectives;Histoire : musée du monde rural et agricole, Histoire locale;Sciences de la nature : Géologie, Minéralogie, Paléontologie (Fossiles);Sciences et techniques : Agro-alimentaire, Industrie, Transports terrestres, Machinisme agricole",Inconnu,Inconnu,musees.lot.fr/ecomus%C3%A9e-de-cuzals,2025-07-30
M0584,musée de l'Automate,place de l'abbaye,46200,Souillac,Lot,Occitanie,"44.893995, 1.47721",musée en milieu rural,Arts décoratifs;Technique et industrie,Arts décoratifs;Sciences et techniques : Industrie (automates),Inconnu,Inconnu,www.musee-automate.fr,2025-07-28
M0585,musée municipal,place Luctérius,46110,Vayrac,Lot,Occitanie,"44.952495, 1.703507",musée de site ; musée en milieu rural,Archéologie;Histoire,Inconnu,Inconnu,Inconnu,www.vayrac.fr/tourisme/uxellodunum/,2025-07-28
M0586,musée Saliès,boulevard de l'Hypérion,65200,Bagnères-de-Bigorre,Hautes-Pyrénées,Occitanie,"43.063744, 0.146227",Inconnu,Archéologie;Beaux-Arts;Histoire;Ethnologie;Asie,"Antiquités étrangères : Grecques et romaines (collection d'ex-votos antiques);Art religieux (luminaires de procession);Arts décoratifs (faïences des XVIIe et XVIIIe siècles de Moustiers, Marseille, Montpellier, Strasbourg);Beaux-Arts : Dessin, Peinture, Sculpture;Civilisations extra-européennes : Asiatiques (collection de netsuké);Numismatique, Sigillographie",Protégé au titre des Monuments historiques : http://production.pop.culture.gouv.fr/notice/merimee/https://www.pop.culture.gouv.fr/notice/merimee/PA65000018,Site patrimonial remarquable. Abords d'un Monument historique.,www.ville-bagneresdebigorre.fr/musees,2025-07-28
M0587,musée de la vie quotidienne dans les Pyrénées,rue Hount-Blanque,65200,Bagnères-de-Bigorre,Hautes-Pyrénées,Occitanie,"43.065612, 0.153699",Inconnu,Inconnu,Inconnu,Inconnu,Site patrimonial remarquable.,Inconnu,2025-07-28
M0588,musée Pyrénéen,25 rue du fort,65100,Lourdes,Hautes-Pyrénées,Occitanie,"43.096353, -0.048462",Inconnu,Archéologie;Beaux-arts;Ethnologie;Photographie;Sciences de la nature,"Archéologie nationale : Gallo-romain, Médiéval;Architecture et urbanisme;Art religieux (croix et christ, statues, sépultures, béniters, cires de deuil);Arts décoratifs : Textiles, Faiences;Collections militaires : Armes;Archives papier, Fonds ancien d imprimés, Photographie, Manuscrits, incunables, Ouvrages de bibliophilie;Ethnologie : Costume, Habitat, Mobilier, Métiers et Outils, Musique;Histoire : Histoire locale et régionale;Musique : Instruments;Sciences de la nature : Géologie, Mammalogie, Paléontologie",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00135708,Inconnu,www.lourdes.fr/culture-sport-loisirs/patrimoine-archives/190-le-chateau-fort-et-son-musee-pyreneen,2025-07-28
M0589,musée municipal,presbytère,65120,Luz-Saint-Sauveur,Hautes-Pyrénées,Occitanie,"42.870941, -0.002108",musée en milieu rural,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,2025-07-28
M0590,musée-château Gaston Phébus,château,65130,Mauvezin,Hautes-Pyrénées,Occitanie,"43.114294, 0.282555",musée en milieu rural,Inconnu,Inconnu,Inconnu,Inconnu,www.chateaudemauvezin.com/,2025-07-28
M0591,musée Massey,jardin Massey,65000,Tarbes,Hautes-Pyrénées,Occitanie,"43.232141, 0.073892",Inconnu,Archéologie;Arts décoratifs;Beaux-Arts;Ethnologie;Histoire,"Archéologie nationale;Arts décoratifs;Beaux-Arts : Dessin, Peinture, Sculpture;Collections militaires : Armes, Artillerie, Uniformes, Armures;Ethnologie;Histoire : Musée thématique (Hussards)",Inconnu,Inconnu,www.tarbes.fr/mes-loisirs/tarbes-culture/musee-massey/,2025-07-28
M0592,musée Toulouse-Lautrec,place Sainte-Cécile,81003 cedex,Albi,Tarn,Occitanie,"43.928096, 2.143551",Jardin remarquable.,Art moderne et contemporain;Beaux-arts,"Archéologie nationale : Préhistoire, Protohistoire, Gallo-romain;Art moderne et contemporain;Art religieux (Architecture du palais de la Berbie);Arts décoratifs : Verrerie;Beaux-Arts : Dessin, Estampe et Affiche, Peinture, Sculpture;Numismatique;Musique : Souvenirs de compositeurs et interprètes",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00095480 ,Abords d'un Monument historique. Site patrimonial remarquable. Patrimoine mondial de l’UNESCO.,musee-toulouse-lautrec.com/,2025-07-28
M0593,musée Eugénie et Maurice de Guérin,château du Cayla,81140,Andillac,Tarn,Occitanie,"44.010155, 1.899025",maison musée ; musée littéraire ; maison des Illustres ; musée en milieu rural,Ethnologie;Histoire;Littérature,"Archives papier;Ethnologie : Habitat, Mobilier;Histoire : Musée thématique",Inconnu,Site inscrit.,musees.tarn.fr/nos-musees/chateau-musee-du-cayla,2025-07-28
M0594,musée Goya,rue de l’hôtel de ville,81100,Castres,Tarn,Occitanie,"43.604813, 2.239888",Inconnu,Beaux-arts;Ethnologie;Afrique;Amérique,"Art moderne et contemporain;Art religieux (espagnol);Arts décoratifs : Céramique, Mobilier;Beaux-Arts : Dessin, Peinture, Sculpture;Civilisations extra-européennes : Américaines;Collections militaires : Armes;Numismatique",Inconnu,Inconnu,www.ville-castres.fr/fr/musee-goya-presentation,2025-07-28
