;Identifiant Muséofile;Région administrative;Département;Commune;Nom officiel du musée;Code Postal;URL;Latitude;Longitude
1117;M0871;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Cagnes-sur-Mer;musée Renoir;6800.0;/www.cagnes-sur-mer.fr/culture/musee-renoir/;43,667649;7,156541
1118;M0890;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Puget-Rostang;écomusée de la Roudoule;62060.0;www.roudoule.com/;43,97425297;6,91984112
1119;M1135;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Le Cannet;musée Bonnard;6110.0;www.museebonnard.fr/;43,576273;7,019853
1120;M0902;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Arles;museon Arlaten;13200.0;www.departement13.fr/nos-actions/culture/les-lieux-daccueil/decouvrez-le-nouveau-museon-arlaten/;43,54073;4,676089
1121;M0904;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Cassis;musée municipal d'arts et traditions populaires;13260.0;www.cassis.fr/culture-festivites/le-musee/;43,214464;5,540037
1122;M0914;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Marseille;musée des arts décoratifs, de la faïence et de la mode;13008.0;musees.marseille.fr/chateau-borely-musee-des-arts-decoratifs-de-la-faience-et-de-la-mode;43,258599;5,384175
1123;M0916;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Marseille;musée des docks romains;13002.0;musees.marseille.fr/musee-des-docks-romains-0;43,29647;5,367908
1124;M0919;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Marseille;musée d'archéologie méditerranéenne;13002.0;musees.marseille.fr/musee-darcheologie-mediterraneenne-mam;43,300172;5,367602
1125;M0896;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Aix-en-Provence;musée du pavillon de Vendôme;13100.0;www.aixenprovence.fr/Musee-du-Pavillon-de-Vendome;43,530846;5,439915
1126;M0901;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Arles;musée de l'Arles antique;13635.0;www.arles-antique.departement13.fr/;43,67275306;4,61717583
1127;M0903;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Arles;musée camarguais;13200.0;museedelacamargue.com/;43,67679;4,61542
1128;M0906;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Istres;musée René Beaucaire;13808.0;www.musees-mediterranee.org/portail/index.php?menu=1&num_musee=18;43,50979988;4,991101411
1129;M0909;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Les-Baux-de-Provence;musée-fondation Louis Jou;13520.0;www.fondationlouisjou.org/;43,744256;4,795333
1131;M0917;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Marseille;musée Grobet-Labadié;13001.0;musees.marseille.fr/musee-grobet-labadie-mgl-0;43,303412;5,392866
1132;M0918;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Marseille;musée d'histoire de Marseille;13001.0;musees.marseille.fr/musee-dhistoire-de-marseille-mhm;43,298168;5,374162
1133;M0923;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Martigues;musée Ziem;13500.0;www.ville-martigues.fr/loisirs/culture/musee-ziem;43,408336;5,054107
1134;M0926;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Saint-Rémy-de-Provence;musée des Alpilles Pierre de Brun;13210.0;www.mairie-saintremydeprovence.com/que-faire-a-saint-remy/envie-de-culture/musee-des-alpilles/;43,789218;4,831075
1135;M0895;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Aix-en-Provence;musée de l'atelier de Paul Cézanne;13090.0;www.cezanne-en-provence.com/les-sites-de-cezanne/atelier-de-cezanne/;43,537816;5,446601
1136;M0897;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Aix-en-Provence;musée des tapisseries;13100.0;www.aixenprovence.fr/Musee-des-Tapisseries;43,531366;5,447546
1137;M0900;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Arles;musée Réattu;13200.0;www.museereattu.arles.fr/;43,679186;4,627903
1138;M0905;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Fontvieille;musée Alphonse Daudet;13390.0;www.fontvieille.fr/patrimoine/;43,380746;5,679968
1139;M0908;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Lambesc;musée folklorique du vieux Lambesc;13410.0;www.lambesc.fr/mes-sorties/loisirs-et-culture/musee-du-vieux-lambesc/;43,651927;5,261964
1140;M0913;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Marseille;musée des beaux-arts;13233.0;musees.marseille.fr/musee-des-beaux-arts-mba;43,30471864;5,394041458
1141;M0927;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Saintes-Maries-de-la-Mer;musée Baroncelli;13460.0;en cours de réalisation;43,45124;4,427775
1142;M1094;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Marseille;musée d'art contemporain - galeries contemporaines;13008.0;musees.marseille.fr/musee-dart-contemporain-mac;43,250815;5,389874
1143;M7044;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Marseille;muséum d'histoire naturelle;13004.0;musees.marseille.fr/museum-dhistoire-naturelle-mhnm-0;43,305143;5,394121
1144;M7064;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Aix-en-Provence;muséum d'histoire naturelle;13090.0;www.aixenprovence.fr/Museum-d-histoire-naturelle-1039;43,533792;5,423327
1145;M0899;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Aix-en-Provence;musée Paul Arbaud;13100.0;www.aixenprovence.fr/Musee-Arbaud;43,526201;5,449931
1146;M0907;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;La Ciotat;musée ciotaden;13600.0;www.museeciotaden.org/;43,173755;5,60973
1147;M0911;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Maillane;musée Frédéric Mistral;13910.0;museemistral.fr/;43,831079;4,782653
1148;M0915;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Marseille;musée Cantini;13006.0;musees.marseille.fr/musee-cantini-0;43,292383;5,378137
1149;M0928;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Salon-de-Provence;musée de Salon et de la Crau;13300.0;www.salondeprovence.fr/index.php/salon-a-de-la-crau;43,64095;5,104363
1150;M0929;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Salon-de-Provence;musée de l'Emperi;13300.0;www.salondeprovence.fr/index.php/emperi;43,640227;5,096576
1151;M1168;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Saint-Rémy-de-Provence;musée Estrine;13210.0;musee-estrine.fr/;43,788801;4,832266
1152;M1215;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Aix-en-Provence;Fondation Vasarely;13096.0;www.fondationvasarely.org/;43,52129292;5,424644779
1153;M5002;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Marseille;musée des civilisations de l'Europe et de la méditerranée;13213.0;www.mucem.org/;43,29690491;5,361071769
1154;M0894;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Aix-en-Provence;musée Granet;13100.0;www.museegranet-aixenprovence.fr/nc/accueil.html;43,494315;5,410889
1155;M0898;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Aix-en-Provence;musée du vieil Aix;13100.0;www.aixenprovence.fr/Musee-du-Vieil-Aix-1052;43,530857;5,447432
1156;M0912;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Marseille;cabinet des monnaies et médailles;13001.0;musees.marseille.fr/cabinet-des-monnaies-et-medailles;43,295789;5,383313
1157;M0920;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Marseille;musée des arts africains, océaniens, amérindiens;13002.0;musees.marseille.fr/musee-darts-africains-oceaniens-amerindiens-maaoa;43,300172;5,367602
1158;M0924;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Saint-Cannat;musée Suffren et du vieux Saint-Cannat;13760.0;www.saint-cannat.fr/tourisme-loisirs/culture/musee-suffren.html;43,621602;5,295178
1159;M0925;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Saint-Chamas;musée du vieux Saint-Chamas;13250.0;musee.paullafran.free.fr/;43,554245;5,072251
1160;M9003;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Aubagne / Puyloubier;musée de la Légion étrangère;13400.0;www.legion-etrangere.fr/mdl/pages_dossier.php?id=72&titre=Musee-de-la-Legion-etrangere;43,29353801;5,553768625
1161;M0866;Provence-Alpes-Côte d'Azur;Hautes-Alpes;Gap;musée départemental des Hautes-Alpes;5000.0;collections-musee.hautes-alpes.fr/;44,562625;6,085573
1162;M0865;Provence-Alpes-Côte d'Azur;Hautes-Alpes;Aiguilles;musée du vieux Queyras;5470.0;museum.hautes-alpes.fr/;44,56249939;6,08657769
1163;M0937;Provence-Alpes-Côte d'Azur;Var;Hyères;musée municipal;83400.0;www.hyeres.fr/musee-des-cultures-et-du-paysage;43,119997;6,130519
1164;M0940;Provence-Alpes-Côte d'Azur;Var;Saint-Raphaël;musée archéologique;83700.0;www.ville-saintraphael.fr/cultivee/musees/musee-archeologique;43,42598958;6,769881215
1165;M0932;Provence-Alpes-Côte d'Azur;Var;Brignoles;musée du pays brignolais;83170.0;www.brignoles.fr/patrimoine-historique/palais-des-comtes-de-provence-392.html;43,404216;6,061427
1166;M0936;Provence-Alpes-Côte d'Azur;Var;Fréjus;musée archéologique;83600.0;www.ville-frejus.fr/fr/decouvrir-et-sortir/histoire-et-patrimoine/musees-et-monuments/musee-archeologique/;43,433569;6,736721
1167;M0938;Provence-Alpes-Côte d'Azur;Var;La Garde;musée Jean Aicard;83000.0;toulon.fr/envie-bouger/article/musee-jean-aicard-paulin-bertrand;43,131242;5,931994
1168;M9008;Provence-Alpes-Côte d'Azur;Var;Fréjus;musée des troupes de marine;83608.0;www.defense.gouv.fr/terre/histoire-et-patrimoine/patrimoine/musees/musee-des-troupes-de-marine;43,47210159;6,721402172
1169;M0933;Provence-Alpes-Côte d'Azur;Var;Draguignan;musée des Beaux-Arts;83300.0;www.ville-draguignan.fr/actionmunicipale/culture;43,537982;6,464818
1170;M0941;Provence-Alpes-Côte d'Azur;Var;Saint-Tropez;musée de l'Annonciade;83990.0;www.saint-tropez.fr/?s=mus%C3%A9e+de+l%27annonciade;43,270865;6,637291
1171;M0943;Provence-Alpes-Côte d'Azur;Var;Toulon;musée d'art de Toulon - M.A.T.;83000.0;toulon.fr/node/2416;43,125971;5,927245
1172;M1182;Provence-Alpes-Côte d'Azur;Var;Fréjus;musée d'archéologie gallo-romaine du Var;83600.0;www.ville-frejus.fr/fr/decouvrir-et-sortir/histoire-et-patrimoine/musees-et-monuments/musee-archeologique/;43,43347344;6,736489014
1173;M0930;Provence-Alpes-Côte d'Azur;Var;Aiguines;musée des tourneurs;83630.0;museedestourneurssurbois.com;43,776017;6,243581
1174;M0931;Provence-Alpes-Côte d'Azur;Var;Bormes-les-Mimosas;musée des arts et d'histoire;83230.0;www.bormeslesmimosas.com/sites/default/files/upload/Quoi Faire/Visites et Patrimoine/Arts et histoire/musee-arts-et-histoire.jpg;43,150793;6,340584
1175;M0942;Provence-Alpes-Côte d'Azur;Var;Solliès-Ville;musée Jean Aicard;83210.0;solliesville.fr/les-musees/;43,181724;6,039364
1176;M7061;Provence-Alpes-Côte d'Azur;Var;Toulon;muséum d'histoire naturelle;83200.0;museum.var.fr/ws/home/app/collection/expo;43,143305;5,910861
1177;M9007;Provence-Alpes-Côte d'Azur;Var;Draguignan;musée de l'artillerie;83300.0;artillerie.asso.fr/musee/;43,529648;6,495058
1178;M0934;Provence-Alpes-Côte d'Azur;Var;Draguignan;musée de la société d'études scientifiques et archéologiques;83300.0;societe-etudes-draguignan.com/web/?page_id=11;43,536558;6,461588
1179;M0935;Provence-Alpes-Côte d'Azur;Var;Draguignan;musée des arts et traditions populaires de moyenne Provence;83300.0;culture.dracenie.com/musee-des-arts-et-traditions-populaires/;43,538282;6,463862
1180;M0953;Provence-Alpes-Côte d'Azur;Vaucluse;Cavaillon;musée Jouve;84300.0;www.cavaillon.fr/le-musee-jouve.html;43,837324;5,038776
1181;M0959;Provence-Alpes-Côte d'Azur;Vaucluse;Orange;musée municipal;84100.0;www.ville-orange.fr/article193.html;44,135887;4,807526
1183;M0961;Provence-Alpes-Côte d'Azur;Vaucluse;Vaison-la-Romaine;musée archéologique Théo Desplans;84110.0;www.vaison-la-romaine.com/spip.php?rubrique32;44,246355;5,072128
1184;M0962;Provence-Alpes-Côte d'Azur;Vaucluse;Valréas;musée du cartonnage et de l'imprimerie;84600.0;www.vaucluse.fr/culture-et-patrimoine/les-musees-departementaux/le-musee-du-cartonnage-et-de-limprimerie-a-valreas-867.html;44,382664;4,987351
1185;M0952;Provence-Alpes-Côte d'Azur;Vaucluse;Cavaillon;musée de l'hôtel-Dieu;84300.0;www.cavaillon.fr/le-musee-archeologique.html;43,836985;5,037862
1186;M0955;Provence-Alpes-Côte d'Azur;Vaucluse;Cucuron;musée Marc Deydier;84160.0;cucuron.fr/vie-culturelle/musee-marc-deydier/;43,772678;5,440606
1187;M7021;Provence-Alpes-Côte d'Azur;Vaucluse;Avignon;muséum d'histoire naturelle Esprit Requien;84000.0;www.museum-requien.org;43,946695;4,803397
1188;M0946;Provence-Alpes-Côte d'Azur;Vaucluse;Avignon;musée Calvet (et musée lapidaire);84000.0;www.musee-calvet.org/;43,946985;4,803388
1189;M0949;Provence-Alpes-Côte d'Azur;Vaucluse;Carpentras;musées Comtadin et Duplessis;84200.0;inguimbertine.carpentras.fr/;44,0543;5,045479
1190;M0956;Provence-Alpes-Côte d'Azur;Vaucluse;Fontaine-de-Vaucluse;musée-bibliothèque Pétrarque;84800.0;www.vaucluse.fr/culture-et-patrimoine/les-musees-departementaux/le-musee-bibliotheque-francois-petrarque-a-fontaine-de-vaucluse-866.html;43,91753;5,056541
1192;M0950;Provence-Alpes-Côte d'Azur;Vaucluse;Carpentras;musée lapidaire et archéologie;84200.0;inguimbertine.carpentras.fr/;44,055939;5,046763
1193;M0951;Provence-Alpes-Côte d'Azur;Vaucluse;Carpentras;musée Sobirats;84200.0;inguimbertine.carpentras.fr/;44,054477;5,046269
1194;M0954;Provence-Alpes-Côte d'Azur;Vaucluse;Cavaillon;synagogue musée juif comtadin;84300.0;www.cavaillon.fr/le-musee-juif-contadin.html;43,836842;5,038553
1196;M0947;Provence-Alpes-Côte d'Azur;Vaucluse;Avignon;musée du Petit Palais;84000.0;www.petit-palais.org/;43,951088;4,806317
1198;M1180;Provence-Alpes-Côte d'Azur;Vaucluse;Fontaine-de-Vaucluse;musée Jean Garcin 39-45 : l'appel de la liberté;84800.0;www.vaucluse.fr/culture-et-patrimoine/les-musees-departementaux/le-musee-d-histoire-jean-garcin-39-45-a-fontaine-de-vaucluse-865.html;43,922626;5,127397
1203;M1059;Territoires et départements d'outre-mer;Guadeloupe;Grand-Bourg;écomusée de Marie-Galante;97112.0;www.destination-marie-galante.fr/site-habitation-murat.php;15,876666;-61,298004
1204;M1063;Territoires et départements d'outre-mer;Guyane;Cayenne;musée départemental Alexandre Franconie;97300.0;amazonian-museum-network.org/fr/les-musees-d-amazonie/musee-alexandre-franconie;4,938177;-52,334359
1205;M1064;Territoires et départements d'outre-mer;Guyane;Cayenne;musée des arts et traditions populaires de la Guyane;97300.0;amazonian-museum-network.org/fr/les-musees-d-amazonie/musee-des-cultures-guyanaises;4,94156;-52,32837
1206;M1095;Territoires et départements d'outre-mer;Guyane;Régina;écomusée de l'Approuague;97338.0;www.emak-regina.fr/;5,166319942;-52,65043417
1207;M1078;Territoires et départements d'outre-mer;La Réunion;Saint-Louis;musée des arts décoratifs de l'Océan indien;97450.0;museesreunion.fr/madoi/;-21,26765;55,411839
1208;M1070;Territoires et départements d'outre-mer;La Réunion;Saint-Gilles-les-Hauts;musée de Villèle;97435.0;www.musee-villele.re/fr/;-21,05591776;55,26440939
1209;M7014;Territoires et départements d'outre-mer;La Réunion;Saint-Denis-de-la-Réunion;muséum d'histoire naturelle;97400.0;www.departement974.fr/museum;-20,887712;55,451452
1210;M1068;Territoires et départements d'outre-mer;La Réunion;Piton-Saint-Leu;musée agricole et industriel Stella Matutina;97424.0;museesreunion.fr/musee-stella-matutina/;-21,201257;55,296082
1211;M1069;Territoires et départements d'outre-mer;La Réunion;Saint-Denis-de-la-Réunion;musée Léon Dierx;97400.0;www.departement974.fr/actualite/musee-leon-dierx-musee-de-france-patrimoine-departemental;-20,883698;55,450251
1212;M1067;Territoires et départements d'outre-mer;Martinique;Les Trois-Ilets;maison de la canne;97229.0;www.martinique.org/node/24376/PCUMAR972V50084M/detail/les-trois-ilets/la-maison-de-la-canne;14,531893;-61,026775
1213;M1065;Territoires et départements d'outre-mer;Martinique;Fort-de-France;musée départemental d'archéologie;97200.0;www.martinique.org/node/24376/PCUMAR972V5000OQ/detail/fort-de-france/musee-departemental-d-archeologie-et-de-prehistoire-de-la-martinique;14,60331;-61,068675
1214;M1066;Territoires et départements d'outre-mer;Martinique;Fort-de-France;musée régional d'histoire et d'ethnologie;97200.0;www.martinique.org/node/24376/PCUMAR972V5000OO/detail/fort-de-france/musee-regional-d-histoire-et-d-ethnographie?page=2;14,606106;-61,065619
1215;M7059;Territoires et départements d'outre-mer;Martinique;Saint-Pierre-de-la-Martinique;musée vulcanologique;97250.0;saintpierre-martinique.fr/musee-franck-perret/;14,743103;-61,175994
1216;M1081;Territoires et départements d'outre-mer;Martinique;Rivière-Pilote;écomusée de la Martinique;97211.0;www.martinique.org/node/24376/PCUMAR972V5000OU/detail/riviere-pilote/ecomusee;14,463029;-60,909569
1218;M1181;Territoires et départements d'outre-mer;Martinique;Fort-de-France;musée du Père Pinchon;97200.0;www.martinique.org/node/24376/PCUMAR972V5042NH/detail/fort-de-france/musee-du-pere-pinchon?page=2;14,649226;-61,070648
1219;M1209;Territoires et départements d'outre-mer;Mayotte;Mayotte;MuMa - musée de Mayotte;97615.0;www.cg976.fr/actualite/355/le-musee-de-mayotte-muma-premier-musee-de-france-a-mayotte;-12,774184;45,282721
1220;M1071;Territoires et départements d'outre-mer;Saint-Pierre-et-Miquelon;Saint-Pierre;musée de l'Arche;97500.0;www.arche-musee-et-archives.net/fr/;46,777283;-56,175795
