Identifiant (ID),Nom de l'organisme,Code postal,Département,Commune,Lien vers la ressource,"si ""enfants"", merci de préciser le niveau scolaire",Titre de la ressource,"Activité proposée (apprendre, se divertir, s’informer,...)",Public cible,Types de ressources proposées,Thématiques,Contenus adaptés aux types de handicap,"Temps d’activité estimé (lecture, écoute, visionnage, jeu)",Pérennité de la ressource
2694,Arte,67000,67,Strasbourg,https://www.arte.tv/fr/videos/RC-018008/merci-de-ne-pas-toucher/,,Merci de ne pas toucher !,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé","Arts visuels,Histoire,Humour et performances,Musées,Peinture",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
2714,Musée de Cluny,75001,75,Paris,https://www.musee-moyenage.fr/ressources/a-faire-a-la-maison/les-podcasts-du-musee-de-cluny/sans-les-yeux.html,,Sans les yeux,"Expos, musées",Tous publics,"Audio, radio, podcasts",Musées,,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1338,Médiathèque musicale de Paris,75001,75,Paris,https://bibliotheques.paris.fr/musique/creez-vos-productions-musicales.aspx,,75 samples de disques 78 tours à télécharger et à remixer,Jeux,Tous publics,"Audio, radio, podcasts","Arts numériques,Musique, concerts et opéras",,Le temps d’un week-end,Accès permanent
1378,Association Musique & Santé,83110,83,Sanary sur Mer,https://www.youtube.com/channel/UCVrKjTUwRj0mzsi9Ci8bX8w/videos,,De la musique pour garder le lien !,Partager ses passions,Tous publics,"Vidéo, flux en direct, programmes en différé","Musique, concerts et opéras",,Le temps d’un vrai déjeuner,Accès permanent
1379,EPCC Mémorial de Verdun - Champ de bataille,55100,55,Fleury-devant-Douaumont,https://memorial-verdun.fr/museecollections/la-visite/visite-virtuelle,,Visite virtuelle,"Expos, musées",Tous publics,Expositions virtuelles,Histoire,,Le temps d’un vrai déjeuner,Accès permanent
1422,"Ciclic, agence cinéma livre et lecture Centre-Val de Loire",37110,37,Château-Renault,https://upopi.ciclic.fr,,UPOPI - Université populaire des cinémas d'animation,"Actualités, débats",Tous publics,Création et pratiques artistiques,Cinéma,,Le temps d’une soirée,Accès permanent
1435,Mobilier National,75001,75,Paris,https://collection.mobiliernational.culture.gouv.fr/recherche,,"85 000 œuvres, meubles et textiles","Expos, musées",Tous publics,"Images, collections numérisées, bases de données","Arts décoratifs, design, métiers d’art",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1613,Cité des sciences et de l'industrie,75001,75,Paris,http://www.cite-sciences.fr/fr/ressources/juniors/podcasts/les-aventures-dolma-la-machine-de-la-connaissance/,Primaire,"Podcast OLMA, la machine de la connaissance",Audios,Enfants,"Audio, radio, podcasts",Sciences,,Le temps d’un vrai déjeuner,Accès permanent
1634,PROSCITEC,59291,59,Wasquehal,https://proscitec.asso.fr,,Réseau des musées PROSCITEC,"Expos, musées",Tous publics,"Images, collections numérisées, bases de données,Expositions virtuelles",Musées,Facile à lire et à comprendre (FALC),Le temps d’une soirée,Accès permanent
1641,Réunion des Musées Métropolitains Rouen Normandie,76000,76,ROUEN,https://my.matterport.com/show/?m=9AVwA9qZgov,,"Exposition Virtuelle - La vie en couleurs : Antonin Personnaz, Photographe impressionniste","Expos, musées",Tous publics,"Images, collections numérisées, bases de données,Expositions virtuelles","Arts visuels,Musées,Photographie",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1666,La Cinémathèque française,75001,75,Paris,https://www.cinematheque.fr/henri/,,Henri : des films rares à voir en ligne,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé",Cinéma,,Le temps d’une soirée,Accès permanent
1818,Octopus,76350,76,Oissel,http://www.culture360.fr,,#culture360,"Expos, musées",Tous publics,Expositions virtuelles,"Architecture et patrimoine,Musées",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1828,Théâtre de la Colline,75001,75,Paris,https://www.colline.fr/publics/le-fil-dariane,,Le fil d'Ariane,Partager ses passions,Tous publics,"Vidéo, flux en direct, programmes en différé,Audio, radio, podcasts","Théâtre, Spectacles",,Le temps d’une soirée,Accès permanent
1842,RMN-Grand Palais,75001,75,Paris,https://soundcloud.com/rmngrandpalais,,Podcasts du Grand Palais,"Expos, musées",Tous publics,"Audio, radio, podcasts","Arts visuels,Audiovisuel,Éducation artistique et culturelle,Musées",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1919,Pavillon de l'Arsenal,75001,75,Paris,https://www.pavillon-arsenal.com/fr/arsenal-tv/,,Arsenal TV,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé,Audio, radio, podcasts",Architecture et patrimoine,,Le temps d’un vrai déjeuner,Accès permanent
1968,Tour aux figures - Département des Hauts-de-Seine,92130,92,Issy-les-Moulineaux,https://tourauxfigures.hauts-de-seine.fr,,Visite virtuelle,"Expos, musées",Tous publics,Expositions virtuelles,"Architecture et patrimoine,Sculpture",Navigation au clavier,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
2002,Musées municipaux de Charleville-Mézières,08000,08,Charleville-Mézières,http://musee-arthurrimbaud.fr/capsules-videos/,,Des capsules vidéos vous dévoilent tout sur les oeuvres des musées de Charleville-Mézières,"Expos, musées",Tous publics,"Vidéo, flux en direct, programmes en différé",Musées,Transcription textuelle,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
2090,Institut Européen des Jardins & Paysages,14970,14,Bénouville,https://www.youtube.com/channel/UCo6V_BVMcBbi-_Z6H9Q1s6A,,Chaîne YouTube de l'Institut Européen des Jardins & Paysages,Approfondir ses connaissances,Tous publics,"Cours en ligne, cours en ligne ouverts et massifs, conférences, tutoriels",Parcs et jardins,,Le temps d’un vrai déjeuner,Accès permanent
2123,Ciclic,37110,37,Château-Renault,https://memoire.ciclic.fr/,,"Mémoire, les images d’archives en région Centre","Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé",Cinéma,,Toute une vie ne suffit pas,Accès permanent
2234,Ecole des Loisirs,75001,75,Paris,https://linktr.ee/ecoledesloisirsaecouter,Maternelle|Primaire,L'Ecole des Loisirs à écouter,Audios,Enfants,"Audio, radio, podcasts","Littérature, sciences humaines, langues",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
